522444,1825.0
992484,1680.0
131872,1567.0
714968,1278.0
418556,790.0
230513,657.0
2587435,428.0
871026,254.0
1076463,244.0
928711,229.0
1057230,215.0
1133011,213.0
1795530,172.0
300257,164.0
571407,158.0
203657,139.0
3218114,112.0
2894369,111.0
513838,100.0
2415194,95.0
301607,84.0
1048330,82.0
4725,72.0
584862,70.0
1440720,66.0
597657,64.0
984823,63.0
177145,60.0
1173114,60.0
1438660,58.0
1515592,55.0
112877,52.0
909085,51.0
213269,50.0
1293744,49.0
1981279,47.0
20654,47.0
1324709,46.0
276052,45.0
559070,45.0
103043,43.0
3182664,39.0
2471439,36.0
1235867,36.0
1803551,35.0
214010,35.0
98811,35.0
587884,34.0
506855,33.0
391554,33.0
271357,33.0
15619,32.0
1833945,32.0
243943,32.0
2008247,31.0
2891664,31.0
2598,31.0
1440565,30.0
44330,30.0
121747,30.0
464988,30.0
3893496,29.0
2959,29.0
1820722,29.0
1103872,28.0
967638,28.0
1989769,27.0
127479,26.0
977676,26.0
534406,26.0
352131,26.0
2557554,26.0
507099,25.0
261156,25.0
12943,25.0
963076,24.0
600500,24.0
1894684,24.0
384706,24.0
155020,24.0
873165,24.0
34088,24.0
1043352,23.0
121993,23.0
1346369,23.0
900081,22.0
22656,22.0
37213,22.0
1705598,22.0
2588463,21.0
1291492,21.0
1171620,21.0
318599,21.0
613495,21.0
185322,21.0
758280,21.0
51382,21.0
3049628,21.0
147381,20.0
143585,20.0
2875348,20.0
1022330,20.0
577423,20.0
478399,20.0
782719,19.0
1977903,19.0
7412,19.0
443515,19.0
964243,18.0
10973,18.0
3352285,18.0
172211,18.0
105224,18.0
1430705,18.0
2444552,18.0
13531,17.0
12960,17.0
765009,17.0
449355,17.0
1360074,17.0
637853,16.0
14467,16.0
1455016,16.0
142822,16.0
551406,16.0
157027,16.0
2711488,16.0
892029,16.0
2365297,16.0
87197,16.0
1168372,16.0
17172,16.0
639753,16.0
326480,15.0
552521,15.0
27439,15.0
829571,15.0
59279,15.0
878469,15.0
2762311,15.0
139985,15.0
811299,15.0
1155209,15.0
155137,15.0
73070,15.0
3313050,15.0
1379286,15.0
1624376,15.0
16883,15.0
212211,14.0
15472,14.0
883780,14.0
2553797,14.0
1439305,14.0
95361,14.0
62479,14.0
307767,14.0
1025201,14.0
1876839,14.0
8946,14.0
39622,14.0
23072,14.0
544983,14.0
1265660,14.0
3333,14.0
3378204,14.0
1690500,14.0
1460665,14.0
1197359,14.0
312407,14.0
1735954,13.0
949300,13.0
699224,13.0
2534090,13.0
58082,13.0
155392,13.0
138513,13.0
220381,13.0
1268895,13.0
302139,13.0
1694043,13.0
643141,13.0
1134211,13.0
84378,13.0
2197,13.0
66686,13.0
836487,13.0
1130930,13.0
2227526,12.0
2145295,12.0
1161878,12.0
112053,12.0
62344,12.0
995822,12.0
1960524,12.0
1304016,12.0
25949,12.0
3269852,12.0
1743852,12.0
2038768,12.0
39371,12.0
6309,12.0
1988693,12.0
70795,12.0
119772,12.0
53897,12.0
659804,12.0
249543,12.0
69051,12.0
330315,12.0
313137,12.0
63293,11.0
3536342,11.0
898289,11.0
1275002,11.0
1012297,11.0
12541,11.0
355232,11.0
273200,11.0
26483,11.0
57695,11.0
7648,11.0
974186,11.0
203907,11.0
72437,11.0
710051,11.0
2970947,11.0
300311,11.0
544963,11.0
1937270,11.0
2965,11.0
314073,11.0
870248,11.0
17343,11.0
16853,11.0
115018,11.0
752920,10.0
1768232,10.0
1735406,10.0
309259,10.0
554988,10.0
210526,10.0
29620,10.0
77779,10.0
388299,10.0
76393,10.0
1255746,10.0
1680957,10.0
402642,10.0
1631379,10.0
1137043,10.0
546188,10.0
250030,10.0
85421,10.0
625562,10.0
100565,10.0
245549,9.0
114226,9.0
32090,9.0
3308896,9.0
15459,9.0
474189,9.0
228171,9.0
145574,9.0
1767366,9.0
489041,9.0
1831987,9.0
209706,9.0
291550,9.0
422597,9.0
1667773,9.0
1306811,9.0
240566,9.0
846761,9.0
912104,9.0
27198,9.0
2123487,9.0
992342,9.0
8840,9.0
924962,9.0
580796,9.0
23368,9.0
2398375,9.0
22068,9.0
364914,9.0
3394714,9.0
215887,9.0
887149,9.0
2541560,9.0
2180785,9.0
1508907,9.0
1393766,9.0
213758,9.0
312025,9.0
1032875,9.0
304,9.0
287,9.0
1868052,9.0
1097600,8.0
195912,8.0
1948990,8.0
260990,8.0
1751640,8.0
948652,8.0
3831571,8.0
225899,8.0
651362,8.0
241590,8.0
552759,8.0
