22656,14.537899999999999
522444,14.1286
438154,10.2222
139985,9.396099999999999
1094597,7.25
992484,7.222700000000001
1221571,6.8889
276101,5.0714999999999995
157882,4.2256
653856,4.0417000000000005
1587046,4.0
758280,3.8810000000000002
1034737,3.7619
2353911,3.3333
1707091,3.2333
1927832,3.1585
166339,3.0120999999999998
57695,3.0081
2189127,3.0
605744,2.9863
335858,2.95
203907,2.9236999999999997
251173,2.8889
14955,2.8334
1065197,2.7143
2422776,2.7
535871,2.4699
571407,2.4286
1189885,2.2952
2314073,2.2696
276052,2.2143
2024761,2.2143
1679863,2.1977
40342,2.1938
1093528,2.1
824987,2.05
659804,2.0364
240646,2.0
260990,2.0
1870555,2.0
2767207,2.0
3000387,2.0
1202025,2.0
1795530,2.0
910736,2.0
2970947,2.0
201359,2.0
367273,1.8896
18601,1.875
20654,1.8111
139010,1.7576
18573,1.75
869736,1.7167
1163607,1.7082
16883,1.6925
597657,1.6471
829571,1.6442999999999999
1620671,1.6364
1160282,1.5714000000000001
1727645,1.5667
11296,1.5337
1048330,1.5
179850,1.5
449856,1.5
1702990,1.5
105224,1.5
207421,1.5
1663592,1.5
45664,1.5
2736496,1.5
2380830,1.4423
1768232,1.4227
2300597,1.3477999999999999
1343161,1.3333
1964435,1.3333
45914,1.2777
383861,1.2727
303783,1.2551999999999999
3824919,1.25
1448363,1.25
1850609,1.2273
209513,1.225
263004,1.2205000000000001
2190336,1.2
940428,1.2
1989739,1.1667
2587435,1.1667
2728618,1.1429
7512,1.1111
212555,1.0833
1334859,1.0313
2030471,1.0238
389099,1.0
978917,1.0
839601,1.0
1073063,1.0
446357,1.0
180100,1.0
315228,1.0
311122,1.0
1023815,1.0
302916,1.0
151344,1.0
1769269,1.0
3682067,1.0
2055998,1.0
1122053,1.0
499449,1.0
978675,1.0
675552,1.0
249543,1.0
261821,1.0
1765039,1.0
1486498,1.0
3755692,1.0
106104,1.0
1207921,1.0
1977903,1.0
994834,1.0
1342984,1.0
1048087,1.0
343568,1.0
3558960,1.0
1240557,1.0
396730,1.0
425406,1.0
3474,1.0
810368,1.0
1617269,1.0
28001,1.0
2702708,1.0
838992,1.0
2731314,1.0
3669310,1.0
1858792,1.0
433374,1.0
961759,1.0
285873,1.0
1870980,1.0
1989769,1.0
1268895,1.0
1223693,1.0
1153988,1.0
768935,1.0
1895303,1.0
1276804,1.0
154477,1.0
150371,1.0
1522522,1.0
834362,1.0
2546444,1.0
437025,1.0
4528962,1.0
2427609,1.0
27358,1.0
1551022,1.0
64174,1.0
1743551,1.0
4291300,1.0
1575570,1.0
871026,1.0
2415194,1.0
387710,1.0
1641086,1.0
3402367,1.0
1481262,1.0
1968689,1.0
1980909,1.0
276949,1.0
936414,1.0
4082061,1.0
1210760,1.0
1493379,1.0
924061,1.0
641367,1.0
436560,1.0
2562421,1.0
1255746,1.0
2394477,1.0
248131,1.0
1841457,1.0
2013497,1.0
760105,1.0
2259240,1.0
2390219,1.0
2197700,1.0
243943,1.0
2636001,1.0
1022141,1.0
2144390,1.0
2066579,1.0
1521765,1.0
288875,1.0
1787973,1.0
88111,1.0
1239095,1.0
3082272,1.0
120808,1.0
784338,1.0
501696,1.0
202694,1.0
575421,1.0
116639,1.0
1517453,1.0
812912,1.0
870248,1.0
1103682,1.0
2295657,1.0
2881298,1.0
3421974,1.0
3753671,1.0
964243,1.0
1762944,1.0
2426557,1.0
591495,1.0
1173114,1.0
448089,1.0
2557554,1.0
2209390,1.0
521799,1.0
2127383,1.0
1594933,1.0
2192903,1.0
1005102,1.0
2111035,1.0
3536342,1.0
497106,1.0
17867,1.0
2536842,1.0
2504013,1.0
9530,1.0
2495767,1.0
1434909,1.0
3269852,1.0
3138755,1.0
746710,1.0
3290339,1.0
2598037,1.0
136363,1.0
2643110,1.0
2008214,1.0
386178,1.0
1393766,1.0
894063,1.0
2622576,1.0
1360984,1.0
2876432,1.0
1623046,1.0
3929133,1.0
152578,1.0
9204,1.0
967638,1.0
680925,1.0
1438628,1.0
877472,1.0
1680256,1.0
41861,1.0
504685,1.0
82788,1.0
103258,1.0
2958182,1.0
3642122,1.0
488241,1.0
2536255,1.0
1426177,1.0
557826,1.0
2913064,1.0
21234,1.0
1729265,1.0
3027658,1.0
8922,1.0
303810,1.0
889505,1.0
1622717,1.0
717481,1.0
2036372,1.0
1057429,1.0
1655398,1.0
557664,1.0
717398,1.0
62002,1.0
688653,1.0
1864167,1.0
578046,1.0
1892802,1.0
2261483,1.0
115145,1.0
2851311,1.0
82344,1.0
74057,1.0
3928341,1.0
1515834,1.0
2580791,1.0
3866942,1.0
2846923,1.0
544983,1.0
1798304,1.0
61624,1.0
1679516,1.0
471160,1.0
1724503,1.0
4296831,1.0
3218114,0.9762
1735954,0.9667
227665,0.9375
37213,0.9039999999999999
552438,0.9
1293744,0.8909
2345933,0.8889
552759,0.8667
426412,0.8571
1357341,0.8333999999999999
140816,0.8333
1225463,0.8333
16487,0.8333
465378,0.8332999999999999
100516,0.8208
4041633,0.8085
1628375,0.8
3602612,0.8
169397,0.8
697630,0.8
2499035,0.8
1380752,0.8
418556,0.7666999999999999
278100,0.75
27439,0.75
1501853,0.75
1145285,0.75
1513504,0.75
452383,0.75
635678,0.75
2282011,0.75
1401257,0.75
61663,0.75
557102,0.75
453005,0.729
