438154,480,313,0.605296343001261
21234,371,250,0.5974235104669887
203907,306,308,0.498371335504886
103154,288,164,0.6371681415929203
280244,257,302,0.4597495527728086
571407,225,159,0.5859375
2696260,215,123,0.636094674556213
605744,206,106,0.6602564102564102
342852,202,212,0.48792270531400966
204788,150,124,0.5474452554744526
1240763,135,87,0.6081081081081081
2504224,115,119,0.49145299145299143
2756547,111,84,0.5692307692307692
70604,93,83,0.5284090909090909
1259109,86,78,0.524390243902439
260990,71,88,0.44654088050314467
157882,69,49,0.5847457627118644
714969,66,74,0.4714285714285714
839646,63,62,0.504
3498062,61,41,0.5980392156862745
2898867,61,78,0.43884892086330934
1025118,59,83,0.4154929577464789
18122,57,52,0.5229357798165137
241990,53,36,0.5955056179775281
331052,47,33,0.5875
343568,47,48,0.49473684210526314
869264,47,42,0.5280898876404494
2587166,42,41,0.5060240963855421
1065197,41,15,0.7321428571428571
865403,39,31,0.5571428571428572
438992,37,46,0.4457831325301205
1189885,37,55,0.40217391304347827
1000933,36,51,0.41379310344827586
1276804,36,17,0.6792452830188679
732771,35,17,0.6730769230769231
100402,34,22,0.6071428571428571
871026,34,34,0.5
672586,33,41,0.44594594594594594
241986,33,21,0.6111111111111112
618059,32,32,0.5
116509,31,28,0.5254237288135594
4074715,31,25,0.5535714285714286
1384297,29,16,0.6444444444444445
131368,29,19,0.6041666666666666
3246484,28,37,0.4307692307692308
2692962,28,1,0.9655172413793104
217324,27,39,0.4090909090909091
623358,27,34,0.4426229508196721
1291150,26,6,0.8125
211277,26,16,0.6190476190476191
642340,26,7,0.7878787878787878
1082681,26,30,0.4642857142857143
613628,26,26,0.5
131929,25,19,0.5681818181818182
406429,25,22,0.5319148936170213
762913,24,33,0.42105263157894735
573032,24,33,0.42105263157894735
592139,24,9,0.7272727272727273
2151351,23,19,0.5476190476190477
1677948,23,30,0.4339622641509434
416564,23,22,0.5111111111111111
750040,23,25,0.4791666666666667
1147529,22,14,0.6111111111111112
2091925,22,27,0.4489795918367347
148608,22,19,0.5365853658536586
1570523,22,29,0.43137254901960786
1003142,21,14,0.6
618087,21,17,0.5526315789473685
1237,21,11,0.65625
2149440,20,28,0.4166666666666667
22656,20,19,0.5128205128205128
3510410,20,12,0.625
1468919,20,17,0.5405405405405406
1194415,19,12,0.6129032258064516
2357233,19,23,0.4523809523809524
1391333,18,15,0.5454545454545454
262683,18,20,0.47368421052631576
3636601,18,26,0.4090909090909091
442451,18,18,0.5
127320,18,26,0.4090909090909091
302387,18,23,0.43902439024390244
1061499,17,16,0.5151515151515151
1160445,17,6,0.7391304347826086
1818045,17,11,0.6071428571428571
169397,17,9,0.6538461538461539
412763,17,15,0.53125
341508,17,14,0.5483870967741935
1869933,16,17,0.48484848484848486
680925,16,8,0.6666666666666666
516167,16,22,0.42105263157894735
2207894,16,8,0.6666666666666666
180100,15,9,0.625
719633,15,9,0.625
708434,15,3,0.8333333333333334
41871,15,17,0.46875
240078,15,16,0.4838709677419355
2587435,15,6,0.7142857142857143
20634,14,4,0.7777777777777778
167365,14,20,0.4117647058823529
202694,14,11,0.56
22982,14,17,0.45161290322580644
1157935,14,8,0.6363636363636364
2138993,14,13,0.5185185185185185
320180,14,18,0.4375
127359,14,18,0.4375
571271,13,9,0.5909090909090909
223429,13,14,0.48148148148148145
388980,13,12,0.52
575338,13,12,0.52
365237,12,11,0.5217391304347826
1225328,12,15,0.4444444444444444
1679863,12,5,0.7058823529411765
1126526,12,14,0.46153846153846156
1347281,12,14,0.46153846153846156
4173903,12,6,0.6666666666666666
992151,12,16,0.42857142857142855
668929,12,13,0.48
465223,12,10,0.5454545454545454
183406,12,14,0.46153846153846156
1313268,12,9,0.5714285714285714
343955,12,11,0.5217391304347826
2083523,12,10,0.5454545454545454
1116391,12,4,0.75
3295,11,14,0.44
326480,11,7,0.6111111111111112
69875,11,9,0.55
37856,11,12,0.4782608695652174
1913790,11,9,0.55
1084204,11,11,0.5
2487524,11,11,0.5
504956,11,10,0.5238095238095238
400545,11,3,0.7857142857142857
150771,11,10,0.5238095238095238
179850,11,12,0.4782608695652174
2092870,11,7,0.6111111111111112
1913537,11,10,0.5238095238095238
1652211,10,11,0.47619047619047616
597548,10,8,0.5555555555555556
974186,10,10,0.5
62201,10,14,0.4166666666666667
1919879,10,13,0.43478260869565216
3151168,10,7,0.5882352941176471
70795,10,10,0.5
507864,10,7,0.5882352941176471
216431,10,0,1.0
1030209,10,9,0.5263157894736842
637853,10,9,0.5263157894736842
827480,10,10,0.5
984823,10,6,0.625
218787,10,13,0.43478260869565216
