208809,9.3328
187606,6.957400000000001
118068,6.769
138475,6.1506
367456,4.8095
2265374,4.6666
1226894,4.25
1002469,3.8333
215966,3.0
31671,2.9333
120163,2.8867
1438393,2.6667
345031,2.3317
476,2.2556
449853,2.25
204701,2.0
1519058,2.0
13508,2.0
80911,2.0
157957,2.0
559157,2.0
148870,1.8333
353612,1.8
18393,1.7631999999999999
4668,1.7333
145190,1.6999999999999997
24181,1.6667
283366,1.65
4833,1.6023
529967,1.6
180136,1.539
113938,1.5
20860,1.5
139459,1.5
385378,1.4737
168868,1.4606
53114,1.426
151269,1.3333
358679,1.3333
2255089,1.3333
276101,1.2857
64193,1.25
184600,1.2167000000000001
1338292,1.1714
512922,1.1667
218196,1.0833
459338,1.0833
22224,1.0667
1269732,1.0
282601,1.0
1769465,1.0
491494,1.0
624594,1.0
128977,1.0
1423274,1.0
978866,1.0
403390,1.0
321468,1.0
2004910,1.0
1361802,1.0
2658226,1.0
1202025,1.0
778109,1.0
501557,1.0
790304,1.0
495405,1.0
753442,1.0
2033408,1.0
2236219,1.0
12043,1.0
2320167,1.0
18157,1.0
3835610,1.0
44765,1.0
3942121,1.0
1427161,1.0
196290,1.0
1234595,1.0
2596503,1.0
480943,1.0
665261,1.0
1052301,1.0
474780,1.0
1267345,1.0
63094,1.0
2000503,1.0
654953,1.0
343633,1.0
67153,1.0
312907,1.0
1023553,1.0
1939031,1.0
1988185,1.0
2111078,1.0
206403,1.0
185886,1.0
1566221,1.0
95764,1.0
2924065,1.0
1857053,1.0
298479,1.0
3587554,1.0
2334192,1.0
2012636,1.0
3247517,1.0
251311,1.0
589206,1.0
365977,1.0
2469305,1.0
28038,1.0
238978,1.0
118145,1.0
257404,1.0
191837,1.0
425289,1.0
290122,1.0
2153758,1.0
1967396,1.0
171318,1.0
62747,1.0
2966846,1.0
400654,1.0
105707,1.0
271577,1.0
3603681,1.0
2016456,1.0
1488032,1.0
13483,1.0
588973,1.0
197788,1.0
9360,1.0
197772,1.0
470146,1.0
1098858,1.0
564338,1.0
732284,1.0
3363930,1.0
1401975,1.0
11354,1.0
126039,1.0
877594,1.0
416791,1.0
1270812,1.0
138228,1.0
680925,1.0
680920,1.0
1485737,1.0
1827745,1.0
50079,1.0
103315,1.0
445322,1.0
746383,1.0
385913,1.0
1837929,1.0
236398,1.0
82788,1.0
66384,1.0
1276762,1.0
1633117,1.0
785193,1.0
359179,1.0
801496,1.0
12960,1.0
84631,1.0
4612805,1.0
696948,1.0
19068,1.0
258674,1.0
1073758,1.0
334414,1.0
3942918,1.0
172588,1.0
916000,1.0
104999,1.0
1612290,1.0
539153,1.0
1763828,1.0
197101,1.0
213464,1.0
2851216,1.0
315828,1.0
797086,1.0
862594,1.0
16782,1.0
1003917,1.0
661872,1.0
794996,1.0
1880431,1.0
61795,1.0
18771,1.0
112968,1.0
1718565,1.0
2206004,1.0
184595,1.0
620813,1.0
1087721,1.0
3676373,1.0
1353934,1.0
3819761,1.0
2734319,1.0
4577525,1.0
2953344,1.0
798880,1.0
727208,1.0
92313,1.0
409744,1.0
2594995,1.0
731279,1.0
561269,1.0
1847400,1.0
3131484,1.0
356451,1.0
247893,1.0
2089036,1.0
555097,1.0
424004,1.0
1122351,1.0
516146,1.0
280598,1.0
577541,1.0
215042,1.0
74311,0.9524
504270,0.9333
157882,0.9231
892493,0.9167
436641,0.9167
179104,0.8333
383402,0.8333
376535,0.8214
222758,0.8
123781,0.8
592540,0.8
338665,0.7814000000000001
224004,0.7778
169922,0.75
1338999,0.75
196089,0.75
951001,0.75
631516,0.75
895378,0.75
956675,0.75
73772,0.7403
149206,0.7225
139812,0.7143
1493698,0.7
541091,0.7
186093,0.6667
89761,0.6667
36464,0.6667
986465,0.6667
421223,0.6667
398519,0.6667
52273,0.6667
695343,0.6667
80906,0.6667
2909109,0.6667
1774412,0.6667
690952,0.6667
1018580,0.6667
1757877,0.6667
264795,0.6667
192705,0.6667
8338,0.6667
643091,0.6667
417562,0.6666
561731,0.6364
32536,0.6307
1570534,0.625
825789,0.625
1464297,0.6
