227665,34,26,0.5666666666666667
548225,33,46,0.4177215189873418
345031,29,33,0.46774193548387094
3297613,29,16,0.6444444444444445
20670,28,14,0.6666666666666666
1491895,23,14,0.6216216216216216
2206004,22,10,0.6875
507674,21,23,0.4772727272727273
1338292,21,20,0.5121951219512195
53114,19,11,0.6333333333333333
626273,15,15,0.5
1438393,15,12,0.5555555555555556
862594,14,10,0.5833333333333334
1578604,14,3,0.8235294117647058
541091,13,8,0.6190476190476191
171318,12,10,0.5454545454545454
31671,11,9,0.55
454533,11,12,0.4782608695652174
1229023,11,2,0.8461538461538461
3679490,10,11,0.47619047619047616
61974,9,3,0.75
118068,9,12,0.42857142857142855
42139,8,8,0.5
1592648,8,3,0.7272727272727273
1020526,8,11,0.42105263157894735
107152,8,5,0.6153846153846154
142162,8,4,0.6666666666666666
2953344,8,4,0.6666666666666666
2844319,7,4,0.6363636363636364
251311,7,7,0.5
703229,7,4,0.6363636363636364
138475,7,5,0.5833333333333334
218196,7,7,0.5
1633117,7,6,0.5384615384615384
3933332,7,2,0.7777777777777778
