594509,160,93,0.6324110671936759
398242,137,70,0.6618357487922706
183254,108,85,0.5595854922279793
853360,83,71,0.538961038961039
124378,76,105,0.4198895027624309
555384,68,42,0.6181818181818182
1041663,67,19,0.7790697674418605
1317935,63,59,0.5163934426229508
1726511,59,51,0.5363636363636364
270037,58,82,0.4142857142857143
1725764,58,17,0.7733333333333333
844726,52,39,0.5714285714285714
206403,50,38,0.5681818181818182
1592648,48,12,0.8
367456,45,41,0.5232558139534884
206881,44,42,0.5116279069767442
965907,41,60,0.40594059405940597
1515540,41,32,0.5616438356164384
57191,39,38,0.5064935064935064
568884,38,39,0.4935064935064935
158014,37,48,0.43529411764705883
257629,33,38,0.4647887323943662
872719,33,44,0.42857142857142855
1564365,33,42,0.44
486900,33,31,0.515625
468027,32,24,0.5714285714285714
3418784,31,41,0.4305555555555556
604532,31,19,0.62
84631,30,16,0.6521739130434783
3859027,30,4,0.8823529411764706
741747,30,42,0.4166666666666667
989234,29,42,0.4084507042253521
3778613,29,35,0.453125
732470,29,20,0.5918367346938775
139459,28,38,0.42424242424242425
836646,28,28,0.5
1134719,28,40,0.4117647058823529
250259,27,25,0.5192307692307693
1769465,27,33,0.45
461186,27,21,0.5625
987098,25,34,0.423728813559322
1558322,24,18,0.5714285714285714
187606,23,21,0.5227272727272727
1171529,23,16,0.5897435897435898
30433,22,22,0.5
617054,22,17,0.5641025641025641
765890,21,15,0.5833333333333334
1033654,21,18,0.5384615384615384
315828,21,17,0.5526315789473685
2112408,21,19,0.525
245163,20,19,0.5128205128205128
172185,20,17,0.5405405405405406
87596,20,14,0.5882352941176471
1567581,19,19,0.5
782535,19,15,0.5588235294117647
769237,18,9,0.6666666666666666
374385,18,11,0.6206896551724138
768392,18,5,0.782608695652174
671943,18,10,0.6428571428571429
117801,18,19,0.4864864864864865
208809,17,9,0.6538461538461539
851273,17,16,0.5151515151515151
42139,17,18,0.4857142857142857
738660,17,12,0.5862068965517241
3098215,16,5,0.7619047619047619
541091,16,6,0.7272727272727273
341100,16,15,0.5161290322580645
295264,16,18,0.47058823529411764
155862,16,20,0.4444444444444444
474545,15,16,0.4838709677419355
385950,15,11,0.5769230769230769
594235,15,6,0.7142857142857143
222403,15,20,0.42857142857142855
548225,15,15,0.5
1449157,15,4,0.7894736842105263
1021147,15,15,0.5
1187483,15,8,0.6521739130434783
106224,15,4,0.7894736842105263
825568,14,8,0.6363636363636364
703146,14,20,0.4117647058823529
251311,14,7,0.6666666666666666
1893629,14,9,0.6086956521739131
94561,13,13,0.5
138475,13,9,0.5909090909090909
427992,13,14,0.48148148148148145
762073,13,16,0.4482758620689655
1427138,13,18,0.41935483870967744
1612290,13,7,0.65
