1959747,295,152,0.6599552572706935
1903366,161,58,0.7351598173515982
741747,155,138,0.5290102389078498
1317935,132,96,0.5789473684210527
784588,128,46,0.735632183908046
3593996,76,57,0.5714285714285714
825568,38,22,0.6333333333333333
697370,33,17,0.66
1661358,28,20,0.5833333333333334
594509,27,13,0.675
563807,26,27,0.49056603773584906
351330,26,17,0.6046511627906976
1581993,25,23,0.5208333333333334
280329,24,17,0.5853658536585366
2882596,23,13,0.6388888888888888
385402,22,16,0.5789473684210527
658210,21,4,0.84
2716927,21,5,0.8076923076923077
1412984,20,18,0.5263157894736842
2490608,17,21,0.4473684210526316
3583182,17,9,0.6538461538461539
4043861,17,8,0.68
2596503,16,16,0.5
1902010,16,16,0.5
580587,16,15,0.5161290322580645
3192276,16,9,0.64
1520841,16,10,0.6153846153846154
3158900,15,20,0.42857142857142855
3104359,15,8,0.6521739130434783
1194545,14,8,0.6363636363636364
397195,14,12,0.5384615384615384
324584,13,7,0.65
1613391,12,6,0.6666666666666666
825444,11,12,0.4782608695652174
1568473,11,7,0.6111111111111112
1058154,11,10,0.5238095238095238
2109233,10,7,0.5882352941176471
1551393,10,14,0.4166666666666667
576420,10,9,0.5263157894736842
3134069,10,10,0.5
1164513,10,14,0.4166666666666667
612804,10,5,0.6666666666666666
1627406,9,4,0.6923076923076923
2629998,9,10,0.47368421052631576
690897,9,1,0.9
3227955,9,3,0.75
895621,9,6,0.6
1083422,9,9,0.5
2059483,9,1,0.9
1010632,8,8,0.5
235926,8,5,0.6153846153846154
839554,8,4,0.6666666666666666
1171529,8,5,0.6153846153846154
439427,8,5,0.6153846153846154
172350,8,5,0.6153846153846154
1920232,8,3,0.7272727272727273
2071491,7,7,0.5
1416050,7,7,0.5
1161463,7,0,1.0
3428658,7,8,0.4666666666666667
620253,7,5,0.5833333333333334
703229,7,0,1.0
2535126,7,2,0.7777777777777778
1676,7,6,0.5384615384615384
